Settlement,SocioeconomicCluster,PercentTechStudents,PercentTeachersMasters,PercentHighSchoolTeachersMasters,PercentRegionalAccommodations,PercentInstitutionalAccommodations,PersistenceRate,DropoutRate,PercentShakdQuestionnaires,PercentBagrutEligible,PercentBagrutEligibleRegular,PercentExcellentBagrut,PercentOutstandingBagrutRegular,Percent4UnitsEnglish,Percent4UnitsEnglishRegular,Percent5UnitsEnglish,Percent5UnitsEnglishRegular,Percent4UnitsMath,Percent4UnitsMathRegular,Percent5UnitsMath,Percent5UnitsMathRegular,AvgClassSizeHighSchool,Year,HighSchoolStudentsPerHighClass,TechClassRatio,GiftedClassRatio,StudentsPerResidentRatio,HighSchoolCoverageRatio,HilaStudentRatio,TeacherStudentRatio,StudentPerClass,StudentPerSchool,OutstandingToTotal,DropoutToPersistenceRatio,5UnitsIndex,DropoutRiskScore,SchoolExcellentScore,5UnitsIndexRegular,SchoolExcellentScoreRegular,4UnitsIndex,4UnitsIndexRegular,CrimeRate
מעלה אדומים,6,0.562470753,0.459652707,0.549723757,0.0912,0.3472,0.8337,0.002850356,0.0,0.912,0.916,0.108,0.123,0.27,0.26,0.512,0.556,0.272,0.3,0.162,0.184,23.67058824,2022,20.76530612244898,0.04081632653061224,0.0,0.21660305343511452,0.3333333333333333,0.0026431718061674008,0.12322215229704217,22.639004149377595,389.7142857142857,0.11842105263157894,0.0034189228739354683,0.337,0.005416338404692082,0.26066666666666666,0.37,0.2876666666666667,0.271,0.28,0.02988487620249172
מעלה אפרים,4,0.128440367,0.425,0.451612903,0.12,0.72,0.5781,0.007092199,0.0,0.73,0.88,0.054,0.08,0.162,0.16,0.432,0.64,0.162,0.24,0.081,0.12,30.0,2022,11.8,0.0,0.0,0.18466076696165193,1.0,0.003194888178913738,0.12779552715654952,21.46153846153846,279.0,0.07397260273972603,0.01226811797266909,0.2565,0.010676428390681003,0.18900000000000003,0.38,0.27999999999999997,0.162,0.2,0.027596223674655047
מעלה עירון,2,0.399452804,0.477564103,0.555555556,0.043956044,0.501831502,0.8452,0.0,0.0,0.718,0.715,0.077,0.075,0.425,0.427,0.161,0.157,0.128,0.124,0.055,0.056,23.58064516,2022,29.096774193548388,0.2903225806451613,0.0,0.22746612554820972,0.2857142857142857,0.00028776978417266187,0.0897841726618705,24.87786259541985,465.57142857142856,0.10724233983286909,0.0,0.108,0.0003068425897514575,0.09766666666666667,0.1065,0.09599999999999999,0.27649999999999997,0.27549999999999997,0.01777945905050123
מעלות-תרשיחא,5,0.710638298,0.444668008,0.5,0.102836879,0.443262411,0.7963,0.007095793,0.014388489,0.75,0.777,0.152,0.165,0.213,0.216,0.389,0.41,0.209,0.22,0.182,0.198,22.19512195,2022,21.227272727272727,0.045454545454545456,0.0,0.181169757489301,0.35714285714285715,0.0054879503698401335,0.11858744929611072,23.446236559139784,311.5,0.20266666666666666,0.008910954414165517,0.2855,0.01236981272024765,0.241,0.304,0.25766666666666665,0.211,0.218,0.02681941299231828
מצפה רמון,3,0.234265734,0.362962963,0.466666667,0.056818182,0.284090909,0.6331,0.002105263,0.009708738,0.83,0.817,0.034,0.037,0.386,0.366,0.33,0.354,0.205,0.207,0.091,0.098,20.70588235,2022,17.0,0.21428571428571427,0.0,0.18115555555555554,0.3333333333333333,0.007850834151128557,0.1324828263002944,22.42222222222222,168.16666666666666,0.040963855421686755,0.0033253245932712053,0.21050000000000002,0.010033905220019821,0.1516666666666667,0.22599999999999998,0.16299999999999998,0.2955,0.2865,0.07581227436823104
משהד,2,0.433085502,0.50877193,0.553571429,0.064516129,0.361290323,0.8564,0.015948963,0.006622517,0.658,0.662,0.026,0.014,0.258,0.264,0.135,0.128,0.09,0.088,0.071,0.068,22.14814815,2022,19.92,0.0,0.0,0.24324324324324326,0.42857142857142855,0.0070921985815602835,0.10780141843971631,24.397590361445783,289.2857142857143,0.03951367781155015,0.01862326366184026,0.10300000000000001,0.023356370407407408,0.07733333333333334,0.098,0.07,0.174,0.176,0.022688404970926918
נהריה,6,0.634057971,0.471101418,0.566539924,0.164835165,0.469387755,0.8495,0.010845987,0.0,0.783,0.802,0.096,0.101,0.301,0.317,0.363,0.37,0.213,0.228,0.143,0.148,23.65882353,2022,29.714285714285715,0.03571428571428571,0.0,0.1541659347736987,0.30434782608695654,0.003703000379794911,0.08706798328902393,24.516469038208168,404.5217391304348,0.12260536398467432,0.012767494997057092,0.253,0.015037732485812553,0.20066666666666666,0.259,0.20633333333333334,0.257,0.2725,0.035451233052371495
נוף הגליל,5,0.824858757,0.427586207,0.554621849,0.052401747,0.27510917,0.7586,0.009810792,0.0,0.864,0.891,0.066,0.072,0.285,0.294,0.463,0.502,0.219,0.235,0.136,0.149,20.76470588,2022,42.638888888888886,0.16666666666666666,0.0,0.15146862044003773,0.21052631578947367,0.0027516292541636496,0.06299782766111513,22.988095238095237,203.26315789473685,0.0763888888888889,0.01293276034800949,0.2995,0.014730522709476956,0.22166666666666668,0.3255,0.241,0.252,0.26449999999999996,0.052688756110809344
נחף,2,0.779147982,0.562146893,0.527559055,0.067857143,0.517857143,0.8642,0.00893796,0.037037037,0.824,0.83,0.183,0.184,0.12,0.121,0.426,0.429,0.144,0.145,0.289,0.291,21.23809524,2022,20.833333333333332,0.07142857142857142,0.2857142857142857,0.2378057606021132,0.5,0.0,0.10772976262933658,24.728571428571428,577.0,0.2220873786407767,0.010342467021522797,0.3575,0.00893796,0.2993333333333333,0.36,0.3013333333333333,0.132,0.133,0.03163957133483998
נס ציונה,9,0.307208718,0.533205005,0.616613419,0.120879121,0.552197802,0.8747,0.004486221,0.0,0.907,0.972,0.221,0.236,0.131,0.134,0.738,0.796,0.253,0.274,0.325,0.349,27.19047619,2022,26.93617021276596,0.031914893617021274,0.0,0.22588042243446796,0.2727272727272727,0.0011176306230790724,0.09676818478159635,25.48651817116061,494.09090909090907,0.24366041896361632,0.005128868183377158,0.5315,0.00559017684176633,0.428,0.5725,0.4603333333333333,0.192,0.20400000000000001,0.024890248505194574
נצרת,3,0.606283555,0.485698867,0.587354409,0.072545341,0.404627892,0.9594,0.007399435,0.010298661,0.727,0.762,0.144,0.154,0.283,0.296,0.289,0.308,0.194,0.206,0.154,0.166,26.71153846,2022,16.831818181818182,0.03636363636363636,0.01818181818181818,0.19632680551238213,0.46153846153846156,0.001451378809869376,0.12224567884945244,24.949130714745653,372.5576923076923,0.19807427785419532,0.007712565144882218,0.22149999999999997,0.00853503609430651,0.19566666666666666,0.237,0.20933333333333334,0.2385,0.251,0.043893496737472275
נשר,7,0.356536503,0.581481481,0.64,0.159793814,0.427835052,0.8818,0.001689189,0.0,0.954,0.957,0.144,0.135,0.277,0.281,0.559,0.568,0.221,0.216,0.205,0.211,26.77272727,2022,33.45454545454545,0.13636363636363635,0.0,0.1367750439367311,0.125,0.0009637006103437199,0.08673305493093479,25.490384615384617,331.375,0.1509433962264151,0.0019156146518484916,0.382,0.002820837434552999,0.3026666666666667,0.38949999999999996,0.30466666666666664,0.249,0.2485,0.041622827322082404
נתיבות,3,0.444519621,0.377639752,0.398550725,0.071428571,0.298029557,0.6836,0.007512851,0.0,0.8,0.822,0.067,0.072,0.149,0.146,0.25,0.26,0.136,0.138,0.104,0.111,23.28205128,2022,34.96875,0.1875,0.0,0.20369915085954196,0.4,0.0011141026831306285,0.074737721660013,24.792297111416783,257.48571428571427,0.08375,0.010990127267407841,0.177,0.00884440892276964,0.14033333333333334,0.1855,0.14766666666666667,0.14250000000000002,0.14200000000000002,0.03570966489843447
נתניה,6,0.476986922,0.454264002,0.517647059,0.086214442,0.403063457,0.8679,0.008196721,0.000650195,0.86,0.881,0.114,0.122,0.226,0.241,0.48,0.511,0.226,0.244,0.172,0.186,24.69970845,2022,25.59171597633136,0.11834319526627218,0.005917159763313609,0.16815212968713195,0.3626373626373626,0.0015791752629836224,0.09049693079646469,24.814766839378237,421.032967032967,0.13255813953488374,0.009444315013250375,0.32599999999999996,0.009814928443754242,0.2553333333333333,0.34850000000000003,0.273,0.226,0.2425,0.04141928066442446
סאג'ור,4,0.932432432,0.519480519,0.782608696,0.106382979,0.234042553,0.746,0.0,0.030769231,0.872,0.872,0.128,0.128,0.362,0.362,0.404,0.404,0.255,0.255,0.213,0.213,21.14285714,2022,31.0,0.0,0.0,0.20553081790485117,0.5,0.0,0.08779931584948689,23.0,356.5,0.14678899082568808,0.0,0.3085,0.0,0.24833333333333332,0.3085,0.24833333333333332,0.3085,0.3085,0.029011381388083016
סח'נין,3,0.58864892,0.620879121,0.64628821,0.062407132,0.520059435,0.9114,0.006430868,0.022058824,0.921,0.922,0.3,0.302,0.205,0.207,0.566,0.569,0.314,0.314,0.229,0.231,25.8902439,2022,22.1,0.075,0.0,0.22481250564742025,0.3333333333333333,0.0005359056806002144,0.09753483386923902,26.082236842105264,440.5,0.3257328990228013,0.007056032477507132,0.39749999999999996,0.00693534523546475,0.365,0.39999999999999997,0.3673333333333333,0.2595,0.2605,0.04082801012414126
עומר,10,0.376975169,0.553846154,0.547945205,0.034482759,0.296551724,0.9355,0.001077586,0.0,0.814,0.824,0.179,0.183,0.152,0.155,0.662,0.669,0.31,0.317,0.276,0.275,31.64285714,2022,32.285714285714285,0.0,0.0,0.2213712618526623,0.5,0.0005491488193300384,0.071389346512905,32.57692307692308,847.0,0.21990171990171992,0.0011518824158204169,0.46900000000000003,0.0016679047721369538,0.37233333333333335,0.47200000000000003,0.37566666666666665,0.23099999999999998,0.236,0.04202334630350195
עילוט,2,0.570351759,0.513089005,0.617021277,0.062937063,0.314685315,0.9226,0.006928406,0.035087719,0.75,0.753,0.061,0.062,0.27,0.274,0.209,0.212,0.122,0.123,0.074,0.075,26.53333333,2022,32.86666666666667,0.26666666666666666,0.0,0.22903080728581066,0.25,0.008345606283750613,0.0937653411880216,25.057142857142857,438.5,0.08133333333333333,0.007509653154129633,0.1415,0.016620538269099202,0.11466666666666665,0.1435,0.11633333333333333,0.196,0.1985,0.026627552747376736
עכו,4,0.628648406,0.452475248,0.47826087,0.120943953,0.345132743,0.8347,0.0087878,0.005671078,0.791,0.821,0.085,0.094,0.224,0.241,0.288,0.313,0.17,0.187,0.087,0.094,21.51351351,2022,18.745283018867923,0.16981132075471697,0.0,0.17088465426228894,0.4074074074074074,0.007886953664147224,0.11063643334428744,23.015151515151516,337.55555555555554,0.10745891276864729,0.010528093925961423,0.1875,0.016687734167215272,0.15333333333333335,0.20350000000000001,0.167,0.197,0.214,0.06997277323998444
עמנואל,2,0.910714286,0.365853659,0.176470588,0.0,0.3125,0.3077,0.0,0.0,0.75,0.889,0.0,0.0,0.25,0.333,0.0,0.0,0.0,0.0,0.0,0.0,19.25,2022,80.66666666666667,0.6666666666666666,0.0,0.2372041827187672,0.125,0.0007733952049497294,0.0634184068058778,23.318181818181817,128.25,0.0,0.0,0.0,0.0009746588693957114,0.0,0.0,0.0,0.125,0.1665,0.0272766323024055
עספיא,4,0.65,0.507751938,0.650793651,0.046728972,0.172897196,0.8629,0.008045052,0.048780488,0.939,0.937,0.056,0.054,0.28,0.288,0.495,0.502,0.304,0.312,0.187,0.19,25.2173913,2022,24.91304347826087,0.043478260869565216,0.0,0.1765019011406844,0.3333333333333333,0.00904782421370099,0.11115898319689789,24.551724137931036,415.3333333333333,0.059637912673056445,0.009323272685131534,0.34099999999999997,0.01647201829213483,0.246,0.346,0.24866666666666667,0.29200000000000004,0.3,0.02791563275434243
עפולה,5,0.464268812,0.435969868,0.575250836,0.112727273,0.443636364,0.8468,0.008531657,0.005249344,0.867,0.922,0.077,0.086,0.26,0.285,0.399,0.438,0.216,0.241,0.117,0.129,24.79746835,2022,19.99019607843137,0.11764705882352941,0.0,0.15536250735544613,0.3548387096774194,0.005182896441742251,0.10585069271404365,22.875725900116144,317.6774193548387,0.08881199538638986,0.010075173594709495,0.258,0.013811916951259138,0.19766666666666666,0.2835,0.21766666666666665,0.238,0.263,0.04975698564671077
עראבה,3,0.375761679,0.578767123,0.668539326,0.049180328,0.479508197,0.9385,0.007308161,0.0,0.866,0.87,0.215,0.219,0.233,0.227,0.423,0.428,0.209,0.209,0.186,0.19,25.68421053,2022,26.677966101694917,0.13559322033898305,0.0,0.24102946661693397,0.4166666666666667,0.00510677808727948,0.09037449705973383,25.574898785425102,526.4166666666666,0.24826789838337182,0.007787065530101225,0.3045,0.012532159733576066,0.27466666666666667,0.309,0.27899999999999997,0.221,0.218,0.034261478886225334
ערד,4,0.408290155,0.38,0.34751773,0.050387597,0.352713178,0.8042,0.004914005,0.004424779,0.719,0.729,0.127,0.138,0.15,0.154,0.492,0.508,0.2,0.204,0.208,0.225,22.27083333,2022,22.704545454545453,0.06818181818181818,0.0,0.1786311086860144,0.35294117647058826,0.0036273386788850705,0.06681939671630394,23.376146788990827,299.7647058823529,0.17663421418636996,0.006110426510818204,0.35,0.008642419442700156,0.27566666666666667,0.3665,0.29033333333333333,0.175,0.179,0.055839545615903444
ערערה,3,0.780065005,0.473007712,0.532608696,0.023809524,0.30952381,0.8741,0.007399577,0.042105263,0.527,0.574,0.006,0.007,0.262,0.287,0.063,0.069,0.088,0.097,0.032,0.035,26.625,2022,26.829268292682926,0.17073170731707318,0.0,0.2196350829134667,0.3,0.0022271714922048997,0.0866369710467706,24.753012048192772,410.9,0.011385199240986717,0.00846536666285322,0.0475,0.00983325916110976,0.03366666666666667,0.052000000000000005,0.037000000000000005,0.175,0.192,0.033120434466669214
פוריידיס,3,0.53024453,0.472392638,0.413793103,0.215447154,0.711382114,0.938,0.002458513,0.005464481,0.856,0.88,0.089,0.095,0.23,0.241,0.272,0.286,0.265,0.278,0.082,0.087,23.0,2022,19.236842105263158,0.18421052631578946,0.0,0.23045822102425875,0.5714285714285714,0.005847953216374269,0.10591293047433398,23.62686567164179,452.2857142857143,0.10397196261682243,0.0026210159914712154,0.17700000000000002,0.008143920454200884,0.1476666666666667,0.1865,0.156,0.2475,0.2595,0.04277802069669145
פרדס חנה-כרכור,7,0.32145305,0.449886105,0.49726776,0.123042506,0.458612975,0.7271,0.010566763,0.003558719,0.707,0.853,0.107,0.137,0.144,0.166,0.469,0.605,0.214,0.28,0.122,0.157,26.85106383,2022,23.289156626506024,0.03614457831325301,0.0,0.20734161708085405,0.24,0.006224941970879932,0.09263557712597595,23.244325767690253,348.2,0.15134370579915135,0.014532750653280154,0.2955,0.01734447695749569,0.23266666666666666,0.381,0.2996666666666667,0.179,0.22300000000000003,0.03358608385370205
צפת,2,0.484671533,0.429359823,0.490861619,0.099391481,0.344827586,0.7018,0.028436019,0.008174387,0.578,0.606,0.06,0.066,0.2,0.212,0.264,0.283,0.183,0.193,0.081,0.09,24.88043478,2022,21.586206896551722,0.11494252873563218,0.0,0.21590648051251946,0.3170731707317073,0.004374039484572645,0.10710485873034638,22.405541561712845,216.9512195121951,0.10380622837370243,0.04051869335993161,0.17250000000000001,0.03259565924732996,0.135,0.1865,0.14633333333333334,0.1915,0.2025,0.03155486602329801
קדומים,5,0.262260128,0.549019608,0.655555556,0.125,0.477941176,0.74,0.011398964,0.0,0.893,0.89,0.195,0.228,0.268,0.26,0.564,0.598,0.221,0.26,0.181,0.205,25.27777778,2022,16.8,0.0,0.0,0.317911434236616,0.4,0.009702009702009701,0.14137214137214138,25.437037037037037,343.4,0.21836506159014557,0.015404005405405404,0.37249999999999994,0.0195527205521258,0.3133333333333333,0.40149999999999997,0.3436666666666666,0.2445,0.26,0.013632365875109938
קלנסווה,3,0.296164773,0.487427466,0.517045455,0.111607143,0.772321429,0.9022,0.005952381,0.008474576,0.857,0.863,0.154,0.175,0.38,0.368,0.212,0.241,0.218,0.251,0.075,0.089,24.61666667,2022,25.0,0.15517241379310345,0.0,0.22905208670333224,0.3076923076923077,0.0024717514124293787,0.09127824858757062,24.88936170212766,449.9230769230769,0.17969661610268378,0.0065976291287962755,0.1435,0.008345952550692426,0.147,0.16499999999999998,0.1683333333333333,0.299,0.3095,0.03945465812848585
קצרין,4,0.04518664,0.463687151,0.484848485,0.2125,0.45,0.7547,0.005532503,0.0,0.875,0.905,0.081,0.088,0.425,0.429,0.394,0.415,0.294,0.32,0.113,0.122,20.22580645,2022,13.074074074074074,0.1111111111111111,0.0,0.1913703058940562,0.5,0.005198180636777128,0.11630929174788823,21.696969696969695,358.0,0.09257142857142857,0.00733073141645687,0.2535,0.01111909517877095,0.19599999999999998,0.26849999999999996,0.2083333333333333,0.3595,0.3745,0.04659725749111224
קרית אונו,9,0.180576631,0.532967033,0.599137931,0.083067093,0.487220447,0.9337,0.003455084,0.004587156,0.934,0.954,0.275,0.283,0.033,0.035,0.877,0.899,0.256,0.265,0.387,0.397,31.3015873,2022,28.415384615384614,0.06153846153846154,0.15384615384615385,0.19847610251673978,0.2,0.0025593299208934387,0.08469055374592833,29.212730318257957,581.3333333333334,0.2944325481798715,0.003700421977080433,0.632,0.0059780197798165145,0.513,0.648,0.5263333333333333,0.14450000000000002,0.15000000000000002,0.023958742859785852
קרית ארבע,3,0.088,0.446969697,0.518867925,0.161290323,0.64516129,0.5263,0.00805153,0.0,0.874,0.9,0.027,0.033,0.495,0.533,0.261,0.289,0.243,0.289,0.117,0.144,21.6,2022,18.714285714285715,0.0,0.0,0.24630216587427364,0.18181818181818182,0.004289544235924933,0.2123324396782842,20.633333333333333,225.0909090909091,0.030892448512585814,0.015298365950978528,0.189,0.011282547770597739,0.135,0.21649999999999997,0.15533333333333332,0.369,0.41100000000000003,0.038050734312416554
קרית אתא,6,0.525963149,0.448394495,0.432727273,0.108156028,0.413120567,0.7713,0.012248469,0.0,0.782,0.83,0.09,0.095,0.303,0.326,0.38,0.406,0.18,0.195,0.165,0.177,22.7625,2022,27.580246913580247,0.07407407407407407,0.0,0.16280941191618115,0.30434782608695654,0.0029655990510083037,0.08620007908264136,24.38918918918919,392.3478260869565,0.11508951406649616,0.01588029171528588,0.2725,0.015572937085106382,0.21166666666666667,0.2915,0.22599999999999998,0.2415,0.2605,0.04255667135520592
קרית ביאליק,7,0.46257485,0.443267776,0.514705882,0.135549872,0.557544757,0.8648,0.01048218,0.0,0.853,0.902,0.139,0.15,0.156,0.172,0.611,0.654,0.171,0.185,0.2,0.219,24.63157895,2022,23.64406779661017,0.05084745762711865,0.0,0.14546394639894866,0.25,0.002369668246445498,0.09789691943127962,24.544061302681992,533.8333333333334,0.16295427901524034,0.012120929694727105,0.40549999999999997,0.012979838445207618,0.31666666666666665,0.4365,0.34099999999999997,0.1635,0.1785,0.04000448229493501
קרית גת,4,0.385073442,0.447343896,0.527839644,0.074742268,0.333762887,0.8182,0.010559006,0.011182109,0.705,0.731,0.072,0.078,0.234,0.238,0.379,0.405,0.137,0.148,0.166,0.179,24.17699115,2022,24.813725490196077,0.12745098039215685,0.0,0.17403457469682634,0.32558139534883723,0.002059138456469813,0.08837822255168437,24.5030549898167,279.7906976744186,0.10212765957446808,0.012905164996333414,0.2725,0.012636971256420913,0.20566666666666666,0.29200000000000004,0.22066666666666668,0.1855,0.193,0.057373869050390304
קרית טבעון,9,0.567465322,0.485530547,0.550458716,0.147465438,0.483870968,0.7053,0.009602195,0.006410256,0.877,0.879,0.194,0.2,0.093,0.098,0.643,0.665,0.225,0.237,0.286,0.293,22.4,2022,20.54054054054054,0.0,0.0,0.16596245386960476,0.2857142857142857,0.0045117628101836935,0.10022558814050918,24.19455252918288,444.14285714285717,0.22120866590649943,0.013614341415000708,0.4645,0.014105250644901897,0.37433333333333335,0.479,0.38599999999999995,0.159,0.16749999999999998,0.02408759124087591
קרית ים,5,0.590457256,0.432708688,0.466666667,0.079411765,0.391176471,0.7852,0.010770059,0.0,0.783,0.79,0.075,0.077,0.321,0.328,0.35,0.355,0.176,0.178,0.124,0.127,24.30952381,2022,29.658536585365855,0.24390243902439024,0.0,0.12891161293376888,0.23076923076923078,0.0058758721997796545,0.10778553066470804,23.450236966824644,380.61538461538464,0.09578544061302681,0.013716325776872134,0.237,0.017237318498787388,0.18299999999999997,0.241,0.18633333333333332,0.2485,0.253,0.045577320841951575
קרית מוצקין,7,0.563218391,0.444620253,0.53125,0.071017274,0.439539347,0.8769,0.006763285,0.0,0.857,0.868,0.128,0.134,0.204,0.205,0.574,0.602,0.242,0.256,0.189,0.197,27.32786885,2022,26.459016393442624,0.09836065573770492,0.0,0.14087908235798166,0.2857142857142857,0.0017970693945258502,0.08736521979541056,26.55272727272727,521.5714285714286,0.14935822637106186,0.007712720948796898,0.38149999999999995,0.00854361915502602,0.297,0.39949999999999997,0.311,0.22299999999999998,0.23049999999999998,0.03324930730609779
קרית מלאכי,4,0.668742217,0.453874539,0.524390244,0.045045045,0.216216216,0.7032,0.013937282,0.008474576,0.746,0.817,0.071,0.082,0.342,0.356,0.346,0.394,0.138,0.159,0.083,0.096,18.7826087,2022,25.11111111111111,0.2,0.0,0.20127025843188787,0.4375,0.0030830612985128765,0.09829524845846935,22.552995391705068,305.875,0.09517426273458444,0.019819798065984072,0.2145,0.017410923193297918,0.16666666666666666,0.245,0.19066666666666665,0.24000000000000002,0.2575,0.05804318226026065
קרית עקרון,5,0.0,0.487179487,0.641025641,0.115384615,0.442307692,0.8,0.002832861,0.0,1.0,1.0,0.577,0.588,0.077,0.059,0.923,0.941,0.442,0.451,0.365,0.373,26.66666667,2022,69.16666666666667,0.0,0.0,0.16796598157335224,0.25,0.0,0.061708860759493674,26.27956989247312,305.5,0.577,0.0035410762499999996,0.644,0.002832861,0.6216666666666667,0.657,0.634,0.2595,0.255,0.044300918766487764
קרית שמונה,5,0.603296703,0.49795082,0.591463415,0.092511013,0.330396476,0.8662,0.006799163,0.0,0.763,0.806,0.125,0.137,0.242,0.256,0.35,0.389,0.158,0.175,0.113,0.128,21.89189189,2022,19.244897959183675,0.12244897959183673,0.04081632653061224,0.15420136884637586,0.4666666666666667,0.004010695187165776,0.1304812834224599,20.804532577903682,244.8,0.163826998689384,0.007849414684830294,0.23149999999999998,0.010884130320261438,0.19599999999999998,0.2585,0.218,0.2,0.2155,0.04668326516094611
קרני שומרון,6,0.259445844,0.463414634,0.553846154,0.167938931,0.320610687,0.4695,0.0,0.0,0.856,0.86,0.189,0.182,0.28,0.289,0.561,0.554,0.258,0.256,0.288,0.314,25.0,2022,28.764705882352942,0.0,0.0,0.23247054278539694,0.2,0.0,0.10220191109264645,25.93582887700535,485.0,0.2207943925233645,0.0,0.4245,0.0,0.34600000000000003,0.43400000000000005,0.35000000000000003,0.269,0.27249999999999996,0.014818548387096774
ראמה,4,0.705488621,0.497777778,0.521367521,0.044444444,0.37037037,0.9215,0.001702128,0.049019608,0.807,0.811,0.148,0.152,0.222,0.223,0.389,0.394,0.196,0.201,0.148,0.152,26.63636364,2022,12.206896551724139,0.27586206896551724,0.0,0.17793890407702365,0.5,0.0006680026720106881,0.15030060120240482,26.523809523809526,371.3333333333333,0.18339529120198264,0.001847127509495388,0.2685,0.002150961034111311,0.22833333333333336,0.273,0.2326666666666667,0.20900000000000002,0.21200000000000002,0.028212362144139524
ראש העין,7,0.279179811,0.479962721,0.582995951,0.072761194,0.425373134,0.7813,0.008458285,0.0,0.897,0.904,0.186,0.204,0.176,0.165,0.668,0.705,0.236,0.253,0.23,0.253,29.62295082,2022,34.166666666666664,0.06944444444444445,0.0,0.17233865947291968,0.1935483870967742,0.0014298615291992777,0.08074954846478025,25.989669421487605,405.7741935483871,0.20735785953177258,0.010825911941635735,0.449,0.009968738931155099,0.36133333333333334,0.479,0.3873333333333333,0.206,0.20900000000000002,0.028556692635522136
ראשון לציון,7,0.376392719,0.519568917,0.631938514,0.11751497,0.457335329,0.9024,0.008060954,0.001305483,0.904,0.938,0.168,0.178,0.184,0.188,0.628,0.658,0.223,0.236,0.256,0.271,27.34848485,2022,25.441011235955056,0.08146067415730338,0.03089887640449438,0.14923844131745787,0.36046511627906974,0.0025644346587229633,0.09133531925916331,26.15143246930423,445.7906976744186,0.18584070796460178,0.008932794769503547,0.442,0.010643248329385988,0.3506666666666667,0.4645,0.369,0.20350000000000001,0.212,0.0363213324476969
רהט,1,0.376350199,0.359872611,0.495750708,0.005263158,0.233333333,0.9191,0.02472055,0.033264033,0.684,0.69,0.024,0.025,0.332,0.335,0.118,0.118,0.19,0.191,0.063,0.064,25.12318841,2022,25.431506849315067,0.0821917808219178,0.0,0.2609534379789652,0.3125,0.0027341772151898733,0.09539240506329114,25.03030303030303,619.5,0.03508771929824561,0.026896474812316398,0.0905,0.02744452094430993,0.06833333333333333,0.091,0.06899999999999999,0.261,0.263,0.04268693716482849
רחובות,7,0.445914654,0.480395889,0.551912568,0.102333932,0.415918612,0.8571,0.009136432,0.005106383,0.856,0.887,0.15,0.161,0.205,0.217,0.576,0.597,0.236,0.252,0.218,0.233,26.57936508,2022,23.715481171548117,0.06694560669456066,0.0,0.19049512436773217,0.39473684210526316,0.002429426860564585,0.08988879384088964,26.22117039586919,400.9078947368421,0.17523364485981308,0.01065970365184926,0.39699999999999996,0.011466669290360694,0.31466666666666665,0.415,0.3303333333333333,0.22049999999999997,0.2345,0.03261071457001088
ריינה,3,0.443257677,0.513931889,0.644859813,0.088607595,0.206751055,0.8116,0.005878511,0.023529412,0.895,0.895,0.176,0.177,0.361,0.363,0.378,0.38,0.239,0.241,0.176,0.177,27.96551724,2022,30.962962962962962,0.0,0.0,0.1991092331410952,0.375,0.007456266131344996,0.09262976770863206,26.322097378277153,439.25,0.19664804469273742,0.007243113602759981,0.277,0.013277486526465567,0.24333333333333332,0.27849999999999997,0.24466666666666667,0.3,0.302,0.02479764912099809
רכסים,2,0.44772118,0.132231405,0.070707071,0.008064516,0.225806452,0.6206,0.013661202,0.0,0.224,0.205,0.008,0.009,0.088,0.098,0.032,0.036,0.104,0.116,0.016,0.018,22.90909091,2022,19.94871794871795,0.02564102564102564,0.0,0.26466370775008535,0.4782608695652174,0.0025799793601651187,0.06243550051599587,22.04155844155844,184.47826086956522,0.03571428571428571,0.02201289397357396,0.024,0.016018025002592508,0.018666666666666668,0.026999999999999996,0.020999999999999994,0.096,0.10700000000000001,0.016692491900267642
רמלה,4,0.54428668,0.422814208,0.496487119,0.153846154,0.448717949,0.8418,0.012933025,0.023774146,0.704,0.774,0.048,0.055,0.241,0.272,0.307,0.347,0.156,0.182,0.078,0.09,21.4295302,2022,21.357142857142858,0.12987012987012986,0.0,0.18311746845051713,0.35555555555555557,0.0019431310318025778,0.09482479435196581,22.974481658692184,320.1111111111111,0.06818181818181819,0.015363536469470184,0.1925,0.015015635204790004,0.14433333333333334,0.21849999999999997,0.16399999999999998,0.1985,0.227,0.06979477329019866
רמת גן,8,0.372061395,0.475732821,0.588988476,0.08821715,0.504626774,0.8337,0.005876975,0.00120919,0.925,0.937,0.331,0.345,0.127,0.125,0.754,0.776,0.255,0.267,0.337,0.352,30.38571429,2022,26.005347593582886,0.03208556149732621,0.053475935828877004,0.12747178087416713,0.3111111111111111,0.0017766141474589742,0.09729300107531909,26.343731606827546,497.31111111111113,0.35783783783783785,0.0070492683219383475,0.5455,0.007574995465615086,0.474,0.5640000000000001,0.49100000000000005,0.191,0.196,0.03752768340618949
רמת השרון,9,0.345597105,0.518700787,0.638157895,0.115653041,0.491525424,0.9162,0.007972665,0.0,0.947,0.948,0.463,0.473,0.054,0.043,0.868,0.884,0.247,0.249,0.448,0.462,29.02631579,2022,19.14782608695652,0.02608695652173913,0.10434782608695652,0.19023713317823762,0.21739130434782608,0.001930916112422227,0.10898948723449904,29.759067357512954,499.4347826086956,0.4889123548046463,0.008701882776686314,0.658,0.009539653769913815,0.5930000000000001,0.673,0.6063333333333333,0.1505,0.146,0.027853303169299102
